businessId,businessName,transactionsCount,customerloyaltiesCount,customervouchersCount,walletsCount
5f7e12a735b5fa5ecd0f7b56,New Business1602097831975,0,0,0,0
5f7e139735b5fa5ecd0f7b5a,3 minutes,0,4,0,1
5f82f06e5df0c90a59cee827,New Business1602416750273,0,0,0,0
60080e6b1c5fab5fcf2db0aa,New Business1611140715212,2,1,0,0
6091a9f2bb25d8699add0726,New Business1620158962851,0,0,0,0
61533172785e1465d9b1ca1e,New Business1632842098468,0,0,0,0
6155739c33051c0037ba4563,New Business1632990108031,0,0,0,0
621250d04ebd7d001d486a68,New Business1645367504497,0,0,0,0
629fe2aa601ffd001d890932,New Business1654645418391,0,0,0,0
62a1fcaf5cf5c9001d0d92df,New Business1654783151428,0,0,0,0
62a700fc5cf5c9001d14f356,New Business1655111932082,0,0,0,0
62a8a3955cf5c9001d16d2e0,New Business1655219093701,0,0,0,0
62a989ef5cf5c9001d17d95a,New Business1655278063085,0,0,0,0
62adf5d65cf5c9001d1e9389,New Business1655567830119,0,0,0,0
62b1851e5cf5c9001d25563f,New Business1655801118993,0,0,0,0
62b193be5cf5c9001d2583d6,New Business1655804862327,0,0,0,0
62b307b157278a001dd22d17,New Business1655900081523,0,0,0,0
62b32b5c57278a001dd27b81,New Business1655909212243,0,0,0,0
62b984f457278a001ddc7981,New Business1656325364630,0,0,0,0
62bce67b57278a001de2271b,New Business1656546939519,0,0,0,0
62bce6c357278a001de22724,New Business1656547011782,0,0,0,0
62bd68cd57278a001de2f2b4,New Business1656580301695,0,0,0,0
62bd80ed57278a001de459a3,New Business1656586477795,0,0,0,0
62c0588f57278a001de924c0,New Business1656772751598,0,0,0,0
62c617f057278a001df24d54,New Business1657149424192,0,0,0,0
62c6242757278a001df24eaa,New Business1657152551012,0,0,0,0
62d0052957278a001d02ab77,New Business1657799977375,0,0,0,0
62dd0fa3916e59001d235905,New Business1658654627106,0,0,0,0
62e916532f6050001d12df23,New Business1659442771337,0,0,0,0
62f4cbe02f6050001d3504fe,New Business1660210144865,0,0,0,0
62f4e0532f6050001d354007,New Business1660215379497,0,0,0,0
62f8acf42f6050001d3f641c,New Business1660464372099,0,0,0,0
62f8b56b2f6050001d3f8338,New Business1660466539405,0,0,0,0
62f8b7cf2f6050001d3f8bf5,New Business1660467151647,0,0,0,0
62f8f5d72f6050001d40939e,New Business1660483031446,0,0,0,0
62fc9b1b2f6050001d4b4aa0,New Business1660721947008,0,0,0,0
630128752f6050001d5a8f36,New Business1661020277707,0,0,0,0
6306a9db2f6050001d6d14c0,New Business1661381083639,0,0,0,0
63074d7ac7f269001fcdd07d,New Business1661422970010,0,0,0,0
6310859cc7f269001ff3326f,New Business1662027164961,0,0,0,0
631a48aac7f269001f330053,New Business1662666922034,0,0,0,0
631eca221a44f6001f8268e4,New Business1662962210608,0,0,0,0
6321999eb92ed5001f3ce03a,New Business1663146398536,2,2,0,0
632826f3b92ed5001f703c87,New Business1663575795439,0,0,0,0
632855a2b92ed5001f7172f6,New Business1663587746433,0,0,0,0
63318758b92ed5001faeef05,New Business1664190296000,0,0,0,0
6344506816d2f7001fd9ef35,New Business1665421416447,0,0,0,0
638d027fd09525001df5e9b4,New Business1670185599874,0,0,0,0
6396ffd3d09525001d425b7b,New Business1670840275455,0,0,0,0
639f17e938086c001cfee51d,New Business1671370729560,0,0,0,0
63a2d0c038086c001c4fe3b7,New Business1671614656848,0,0,0,0
63c8f57a911a70001d861b36,New Business1674114426218,0,0,0,0
63cd468d911a70001d2e3a48,New Business1674397325009,0,0,0,0
63dfcad41eb9f8001dc114d6,New Business1675610836489,0,0,0,0
63f4a2e4a66940001d8f7f0d,New Business1676976868536,0,0,0,0
63f71206931652001f366911,New Business1677136390782,0,0,0,0
64048ffcdceb6e001e0f3b05,New Business1678020604611,0,0,0,0
64219c1693e634001d68b1a9,New Business1679924246559,0,0,0,0
6462208c111839001d500cce,New Business1684152460454,0,0,0,0
64883055fb1ca2001fbf4a76,New Business1686646869324,0,0,0,0
648ae1e5fb1ca2001f267e56,New Business1686823397942,0,0,0,0
64a51e4dc9f8ca001de34f44,New Business1688542797397,0,0,0,0
64bdd9cd53090f001dc9908f,New Business1690163661536,0,0,0,0
64cf5db31190b5001d9834c2,New Business1691311539112,0,0,0,0
64cf81d21190b5001d9ca98d,New Business1691320786139,0,0,0,0
64d0dccb9375c6001d50aca6,New Business1691409611442,0,0,0,0
64d9fdca0645fc001dbad041,New Business1692007882917,0,0,0,0
64dd11cc0645fc001d391d95,New Business1692209612676,0,0,0,0
64eb7310a25b14001d954b0f,New Business1693152016426,0,0,0,0
64ec994b91fe72001db43047,New Business1693227339983,0,0,0,0
64f57acd64a384001d3c0489,New Business1693809357518,0,0,0,0
64f997f2a50967001d60ab0b,New Business1694078962497,0,0,0,0
65004c23773377001df1a17e,New Business1694518307903,0,0,0,0
651182209339d7001e055bc5,New Business1695646240353,0,0,0,0
651d09dfce74cf001e12c41a,New Business1696401887640,0,0,0,0
6538ea482aafb4001dec4d03,New Business1698228808017,1,1,0,0
653947da2aafb4001dfee8cd,New Business1698252762870,0,0,0,0
65436f6754d5f7001dffa5b5,New Business1698918247046,0,0,0,0
6555322454d5f7001d631c3f,New Business1700082212469,0,0,0,0
6560a50ac068a2001d8d3608,New Business1700832522654,0,0,0,0
65685626e2b620001ea75126,New Business1701336614312,0,0,0,0
656856e9e2b620001ea76795,New Business1701336809587,0,0,0,0
6575a0dfa6417d001d4330fc,New Business1702207711311,0,0,0,0
6575d579a6417d001d47db5d,New Business1702221177790,0,0,0,0
658055f0fc136c001d7718be,New Business1702909424267,0,0,0,0
658056fffc136c001d773b9f,New Business1702909695047,0,0,0,0
65805743fc136c001d7742b3,New Business1702909763768,0,0,0,0
658867cbfc136c001d1ddd63,New Business1703438283573,0,0,0,0
65886814fc136c001d1de70f,New Business1703438356509,0,0,0,0
6592b3c299959a001c359cbd,New Business1704113090290,0,0,0,0
6592b45c99959a001c35a38f,New Business1704113244622,0,0,0,0
6595749399959a001c77b30c,New Business1704293523798,0,0,0,0
65a3ac2099959a001cc78b28,New Business1705225248522,0,0,0,0
65a4c8d599959a001cdf2179,New Business1705298133453,0,0,0,0
65b2689499959a001c4e589a,New Business1706190996979,0,0,0,0
65c245f125c73a001d46aaec,New Business1707230705181,0,0,0,0
65c4634325c73a001d82ba0c,New Business1707369283355,0,0,0,0
65c4d7c425c73a001d96a57a,New Business1707399108863,0,0,0,0
65c9d17c041c07001d990498,New Business1707725180054,0,0,0,0
65d3227e35ec02001dc72f61,New Business1708335742574,0,0,0,0
65d3509235ec02001dcd8755,New Business1708347538873,0,0,0,0
65d4598535ec02001ded088c,New Business1708415365509,0,0,0,0
65d45a5635ec02001ded2401,New Business1708415574422,0,0,0,0
65d4b8ac35ec02001dfc3dff,New Business1708439724171,0,0,0,0
65d4d6f735ec02001d0086e7,New Business1708447479884,0,0,0,0
65ded40635ec02001d371fd1,New Business1709102086418,0,0,0,0
65df42fa35ec02001d48f621,New Business1709130490014,0,0,0,0
65df447835ec02001d49363c,New Business1709130872651,0,0,0,0
65e468f835ec02001df12ea2,New Business1709467896068,0,0,0,0
65e83eb46e4281001da21167,New Business1709719220176,0,0,0,0
65e841ec6e4281001da29298,New Business1709720044018,0,0,0,0
65e9f7a26e4281001de0da65,New Business1709832098667,0,0,0,0
65ef09a009ebe8001cddc253,New Business1710164384669,0,0,0,0
65f34474ff2de0001c0fcb8e,New Business1710441588528,0,0,0,0
65f9d587ff2de0001cc78c38,New Business1710871943555,0,0,0,0
66008aceff2de0001c874582,New Business1711311566561,0,0,0,0
6601ef94ff2de0001cafe216,New Business1711402900489,0,0,0,0
6609677aff2de0001c7e0508,New Business1711892346124,0,0,0,0
660d3e55ff2de0001cf1ce48,New Business1712143957251,0,0,0,0
661d5e7cff2de0001c2238bd,New Business1713200764970,0,0,0,0
661e2cfaff2de0001c423de0,New Business1713253626220,0,0,0,0
6627a4f3ff2de0001cc68a59,New Business1713874163771,0,0,0,0
662945a5ff2de0001c0e0577,New Business1713980837535,0,0,0,0
6630a927ff2de0001c5c28d6,New Business1714465063015,0,0,0,0
6630ab0eff2de0001c5c901c,New Business1714465550193,0,0,0,0
663270ebff2de0001cb00a02,New Business1714581739771,0,0,0,0
66334fd8ff2de0001cd6d7d3,New Business1714638808811,0,0,0,0
664395b4e046c1001e3d7dc2,New Business1715705268477,0,0,0,0
664cfbef068462001df4f1f9,New Business1716321263050,0,0,0,0
66536f8f667e19001dd6aa50,New Business1716744079341,0,0,0,0
66558e9bfc6868001de70f1b,New Business1716883099067,0,0,0,0
6655aea6fc6868001dee5aab,New Business1716891302199,0,0,0,0
6660243669fcc0001d423a24,New Business1717576758773,0,0,0,0
66657d5af73f9d001db8b3fe,New Business1717927258543,0,0,0,0
66793078487234001d327c98,New Business1719218296311,0,0,0,0
667c286b487234001d97404b,New Business1719412843911,0,0,0,0
667d568d487234001dc24720,New Business1719490189134,0,0,0,0
66805b41487234001d3a0e94,New Business1719688001755,0,0,0,0
668bb9d9487234001de1c3eb,New Business1720433113302,0,2,0,0
668e977f487234001d53dd8c,New Business1720620927620,0,0,0,0
6698e8cbe72721001d000e66,New Business1721297099644,0,0,0,0
6698ea8ce72721001d004bb8,New Business1721297548356,0,0,0,0
669987b5e72721001d23480d,New Business1721337781903,0,0,0,0
669d486f1eb362001ef61471,New Business1721583727226,0,0,0,0
66a0e503ccfef7001e799afe,New Business1721820419554,0,0,0,0
66a7503662b3e4001de0b26f,New Business1722241078537,0,0,0,0
66a8a0ca23bbb5001d789da9,New Business1722327242565,0,0,0,0
66af43f056ede4001d353b0d,New Business1722762224736,0,0,0,0
66af61ae56ede4001d39da4c,New Business1722769838087,0,0,0,0
66af62b156ede4001d39fb02,New Business1722770097977,0,0,0,0
66b1ed9956ede4001dadc786,New Business1722936729951,0,0,0,0
66be1158f9a867001d819ca3,New Business1723732312896,0,0,0,0
66cf2251af07b4001e72b74f,New Business1724850769673,0,0,0,0
66d25e14aed21d001dcc5211,New Business1725062676216,0,0,0,0
66e70476705ad3001d11c9ad,New Business1726415990275,0,0,0,0
66e7fd9f37dae7001d8b0c29,New Business1726479775814,0,0,0,0
66e7fe8637dae7001d8b336f,New Business1726480006810,0,0,0,0
66e8884c37dae7001da5ddca,New Business1726515276935,0,0,0,0
66eab71ccb033f001e651faf,New Business1726658332709,0,0,0,0
66fcf076e069a5001dac348b,New Business1727852662632,0,0,0,0
66fe2417e069a5001de5f596,New Business1727931415983,0,0,0,0
6702489e5f18fa001d9c0f6f,New Business1728202910641,0,0,0,0
6702494e5f18fa001d9c27ea,New Business1728203086471,0,0,0,0
67065f5da7a5e6001ef669b5,New Business1728470877886,0,0,0,0
670665aba7a5e6001ef78bb8,New Business1728472491839,0,0,0,0
670e158ba604eb001d9f5c12,New Business1728976267839,0,0,0,0
670e60f0b0c78b001de51f3a,New Business1728995568186,0,0,0,0
670e890db0c78b001df03f78,New Business1729005837653,0,0,0,0
670e94dab0c78b001df397ea,New Business1729008858750,0,0,0,0
670e96c0b0c78b001df40fc1,New Business1729009344164,0,0,0,0
6710c54b1a5490001ddf978e,New Business1729152331438,0,0,0,0
67165731dd4b3c001eff5a40,New Business1729517361676,0,0,0,0
671fb7afa5541d001d87832f,New Business1730131887298,0,0,0,0
67235b8ea5541d001d5935c9,New Business1730370446912,0,0,0,0
6729d5eda7f29d001dcf7dca,New Business1730794989021,2,1,0,0
672ccc181d131c001d95dbbb,New Business1730989080785,0,0,0,0
672ccd1e1d131c001d9644e4,New Business1730989342198,0,0,0,0
672d22c31d131c001db1a7e8,New Business1731011267579,0,0,0,0
673331cdc95ea0633c07fc36,New Business1731408333303,0,0,0,0
6735f333664b20001db94ab4,New Business1731588915890,0,0,0,0
673b77cdcd422d001d283e76,New Business1731950541948,0,0,0,0
673db702ceb9bd001ef090d7,New Business1732097794973,0,0,0,0
674495cba0c296001d55bff9,New Business1732548043261,0,0,0,0
6745f789c65a70001d73ad74,New Business1732638601229,0,0,0,0
67696497863148001d68ab69,New Business1734960279998,0,0,0,0
678789c2f257fb001da0a811,New Business1736935874929,0,0,0,0
67912227430290001d774ae8,New Business1737564711318,0,0,0,0
67a08109029f29001d343f8d,New Business1738572041345,0,0,0,0
67a09cbc6a5c47001d0c1f34,New Business1738579132938,0,0,0,0
67a28c7c9ec772001de1af98,New Business1738706044691,3,1,0,0
67a86682d8a75f001db7c3f1,New Business1739089538228,0,0,0,0